OMIM_disease,OMIM_phen_key,OMIM_orgene,OMIM_id,OMIM_pos,OMIM_gene
"Nephrolithiasis/osteoporosis, hypophosphatemic, 1, 612286 ",3,"SLC34A1, SLC17A2, NPT2, NPHLOP1, FRTS2, HCINF2",182309,5q35.3,SLC34A1
"Nephrolithiasis/osteoporosis, hypophosphatemic, 2, 612287 ",3,"SLC9A3R1, EBP50, NHERF1, NPHLOP2",604990,17q25.1,SLC9A3R1
"Nephronophthisis 1, juvenile, 256100 ",3,"NPHP1, NPH1, SLSN1, JBTS4",607100,2q13,NPHP1
"Nephronophthisis 11, 613550 ",3,"TMEM67, MKS3, JBTS6, NPHP11",609884,8q22.1,TMEM67
"Nephronophthisis 19, 616217 ",3,"DCDC2, RU2, KIAA1154, NPHP19, DFNB66",605755,6p22.3,DCDC2
"Nephronophthisis 2, infantile, 602088 ",3,"INVS, INV, NPHP2, NPH2",243305,9q31.1,INVS
"Nephronophthisis 3, 604387 ",3,"NPHP3, NPH3, RHPD1, MKS7",608002,3q22.1,NPHP3
"Nephronophthisis 7, 611498 ",3,"GLIS2, NPHP7",608539,16p13.3,GLIS2
"Nephronophthisis-like nephropathy 1, 613159 ",3,"XPNPEP3, APP3, NPHPL1",613553,22q13.2,XPNPEP3
"Nephropathy with pretibial epidermolysis bullosa and deafness, 609057 ",3,"CD151, PETA3, SFA1, MER2",602243,11p15.5,CD151
"Nephrotic syndrome, type 2, 600995 ",3,"PDCN, NPHS2, SRN1",604766,1q25.2,PDCN
"Nephrotic syndrome, type 3, 610725 ",3,"PLCE1, KIAA1516, NPHS3",608414,10q23.33,PLCE1
"Nephrotic syndrome, type 4, 256370 ",3,"WT1, NPHS4",607102,11p13,WT1
"Nephrotic syndrome, type 5, with or without ocular abnormalities, 614199 ",3,"LAMB2, LAMS, NPHS5",150325,3p21.31,LAMB2
"Neural tube defects, 182940 ",3,"FUZ, NTD",610622,19q13.33,FUZ
"Neural tube defects, 182940 ",3,"VANGL2, LTAP",600533,1q23.2,VANGL2
"Neuroblastoma, 256700 ",3,"NME1, NM23",156490,17q21.33,NME1
"Neurocutaneous melanosis, somatic, 249400 ",3,"NRAS, ALPS4, NS6, CMNS, NCMS",164790,1p13.2,NRAS
"Neurodegeneration due to cerebral folate transport deficiency, 613068 ",3,FOLR1,136430,11q13.4,FOLR1
"Neurodegeneration with ataxia, dystonia, and gaze palsy, childhood-onset, 617145 ",3,"SQSTM1, P62, PDB3, FTDALS3, NADGP, DMRV",601530,5q35.3,SQSTM1
"Neurodegeneration with brain iron accumulation 2B, 610217 ",3,"PLA2G6, IPLA2, INAD1, NBIA2B, NBIA2A, PARK14",603604,22q13.1,PLA2G6
"Neurodegeneration with brain iron accumulation 3, 606159 ",3,"FTL, NBIA3, LFTD",134790,19q13.33,FTL
"Neuroepithelioma, 612219 ",3,"EWSR1, EWS",133450,22q12.2,EWSR1
"Neurofibromatosis, familial spinal, 162210 ",3,"NF1, VRNF, WSS, NFNS",613113,17q11.2,NF1
"Neurofibromatosis, type 1, 162200 ",3,"NF1, VRNF, WSS, NFNS",613113,17q11.2,NF1
"Neurofibromatosis, type 2, 101000 ",3,NF2,607379,22q12.2,NF2
"Neurofibromatosis-Noonan syndrome, 601321 ",3,"NF1, VRNF, WSS, NFNS",613113,17q11.2,NF1
"Neuromuscular disease, congenital, with uniform type 1 fiber, 117000 ",3,"RYR1, MHS, CCO",180901,19q13.2,RYR1
"Neuronopathy, distal hereditary motor, type IID, 615575 ",3,"FBXO38, FBX38, MOKA, HMN2D",608533,5q32,FBXO38
"Neuropathy, congenital hypomyelinating, 1, 605253 ",3,"EGR2, KROX20",129010,10q21.3,EGR2
"Neuropathy, congenital hypomyelinating, 605253 ",3,"MPZ, CMT1B, CMTDID, CHM, DSS",159440,1q23.3,MPZ
"Neuropathy, distal hereditary motor, type IIA, 158590 ",3,"HSPB8, H11, E2IG1, DHMN2, CMT2L, HMN2A",608014,12q24.23,HSPB8
"Neuropathy, distal hereditary motor, type IIB, 608634 ",3,"HSPB1, HSP27, CMT2F, HMN2B",602195,7q11.23,HSPB1
"Neuropathy, distal hereditary motor, type VA, 600794 ",3,"BSCL2, SPG17, HMN5, PELD",606158,11q12.3,BSCL2
"Neuropathy, distal hereditary motor, type VA, 600794 ",3,"GARS, SMAD1, CMT2D, HMN5",600287,7p14.3,GARS
"Neuropathy, distal hereditary motor, type VIIB, 607641 ",3,"DCTN1, HMN7B",601143,2p13.1,DCTN1
"Neuropathy, hereditary motor and sensory, Russe type, 605285 ",3,"HK1, HKD, HMSNR",142600,10q22.1,HK1
"Neuropathy, hereditary sensory and autonomic, type II, 201300 ",3,"WNK1, PRKWNK1, KDP, PHA2C, HSAN2, HSN2",605232,12p13.33,WNK1
"Neuropathy, hereditary sensory and autonomic, type V, 608654 ",3,"NGF, NGFB, HSAN5",162030,1p13.2,NGF
"Neuropathy, hereditary sensory and autonomic, type VII, 615548 ",3,"SCN11A, HSAN7, FEPS3",604385,3p22.2,SCN11A
"Neuropathy, hereditary sensory, type ID, 613708 ",3,"ATL1, SPG3A, HSN1D",606439,14q22.1,ATL1
"Neuropathy, hereditary sensory, type IE, 614116 ",3,"DNMT1, MCMT, HSN1E, ADCADN",126375,19p13.2,DNMT1
"Neuropathy, hereditary, with or without age-related macular degeneration, 608895 ",3,"FBLN5, ARMD3, ADCL2, ARCL1A, HNARMD",604580,14q32.12,FBLN5
"Neuropathy, inflammatory demyelinating, 139393 ",3,"PMP22, CMT1A, CMT1E, DSS",601097,17p12,PMP22
"Neuropathy, recurrent, with pressure palsies, 162500 ",3,"PMP22, CMT1A, CMT1E, DSS",601097,17p12,PMP22
"Neutropenia, cyclic, 162800 ",3,"ELANE, ELA2, SCN1",130130,19p13.3,ELANE
"Neutropenia, severe congenital 1, autosomal dominant, 202700 ",3,"ELANE, ELA2, SCN1",130130,19p13.3,ELANE
"Neutropenia, severe congenital 3, autosomal recessive, 610738 ",3,"HAX1, SCN3",605998,1q21.3,HAX1
"Neutropenia, severe congenital, 7, autosomal recessive, 617014 ",3,"CSF3R, GCSFR, SCN7",138971,1p34.3,CSF3R
"Neutropenia, severe congenital, X-linked, 300299 ",3,"WAS, IMD2, THC1, SCNX",300392,Xp11.23,WAS
"Neutrophil immunodeficiency syndrome, 608203 ",3,RAC2,602049,22q13.1,RAC2
"Nevus, epidermal, somatic, 162900 ",3,"FGFR3, ACH",134934,4p16.3,FGFR3
"Nevus, epidermal, somatic, 162900 ",3,"PIK3CA, CLOVE, MCAP, MCM, MCMTC, CWS5",171834,3q26.32,PIK3CA
"Niemann-Pick disease, type A, 257200 ",3,"SMPD1, NPD",607608,11p15.4,SMPD1
"Niemann-Pick disease, type B, 607616 ",3,"SMPD1, NPD",607608,11p15.4,SMPD1
"Niemann-Pick disease, type C1, 257220 ",3,"NPC1, NPC",607623,18q11.2,NPC1
"Niemann-Pick disease, type D, 257220 ",3,"NPC1, NPC",607623,18q11.2,NPC1
"Niemann-pick disease, type C2, 607625 ",3,"NPC2, HE1",601015,14q24.3,NPC2
"Night blindness, congenital stationary, autosomal dominant 1, 610445 ",3,"RHO, RP4, OPN2, CSNBAD1",180380,3q22.1,RHO
"Night blindness, congenital stationary, autosomal dominant 2, 163500 ",3,"PDE6B, PDEB, RP40, CSNBAD2",180072,4p16.3,PDE6B
"Night blindness, congenital stationary, autosomal dominant 3, 610444 ",3,"GNAT1, CSNBAD3, CSNB1G",139330,3p21.31,GNAT1
"Night blindness, congenital stationary, type 1H, 617024 ",3,"GNB3, CSNB1H",139130,12p13.31,GNB3
"Nijmegen breakage syndrome, 251260 ",3,"NBN, NBS1",602667,8q21.3,NBN
"Nonaka myopathy, 605820 ",3,"GNE, GLCNE, IBM2, DMRV, NM",603824,9p13.3,GNE
"Nonsmall cell lung cancer, response to tyrosine kinase inhibitor in, 211980 ",3,"EGFR, NISBD2",131550,7p11.2,EGFR
"Nonsmall cell lung cancer, somatic, 211980 ",3,"IRF1, MAR",147575,5q31.1,IRF1
"Nonsmall cell lung cancer, somatic, 211980 ",3,"PIK3CA, CLOVE, MCAP, MCM, MCMTC, CWS5",171834,3q26.32,PIK3CA
"Noonan syndrome 1, 163950 ",3,"PTPN11, PTP2C, SHP2, NS1, JMML, METCDS",176876,12q24.13,PTPN11
"Noonan syndrome 3, 609942 ",3,"KRAS, KRAS2, RASK2, NS, CFC2, RALD",190070,12p12.1,KRAS
"Noonan syndrome 4, 610733 ",3,"SOS1, GINGF, GF1, HGF, NS4",182530,2p22.1,SOS1
"Noonan syndrome 5, 611553 ",3,"RAF1, CRAF, NS5, CMD1NN",164760,3p25.2,RAF1
"Noonan syndrome 6, 613224 ",3,"NRAS, ALPS4, NS6, CMNS, NCMS",164790,1p13.2,NRAS
"Noonan syndrome 7, 613706 ",3,"BRAF, NS7",164757,7q34,BRAF
"Noonan syndrome-like disorder with or without juvenile myelomonocytic leukemia, 613563 ",3,"CBL, CBL2, NSLL",165360,11q23.3,CBL
"Norrie disease, 310600 ",3,"NDP, ND, EVR2",300658,Xp11.3,NDP
"Norum disease, 245900 ",3,LCAT,606967,16q22.1,LCAT
"Nystagmus 6, congenital, X-linked, 300814 ",3,"GPR143, OA1, NYS6",300808,Xp22.2,GPR143
"OKT4 epitope deficiency, 613949 ",3,CD4,186940,12p13.31,CD4
"Obesity, adrenal insufficiency, and red hair due to POMC deficiency, 609734 ",3,POMC,176830,2p23.3,POMC
"Obesity, autosomal dominant, 601665 ",3,MC4R,155541,18q21.32,MC4R
"Obesity, mild, early-onset, 601665 ",3,"NR0B2, SHP",604630,1p36.11,NR0B2
"Obesity, morbid, due to leptin deficiency, 614962 ",3,"LEP, OB, LEPD",164160,7q32.1,LEP
"Obesity, severe, 601665 ",3,"PPARG, PPARG1, PPARG2, CIMT1, GLM1",601487,3p25.2,PPARG
"Obesity, severe, 601665 ",3,SIM1,603128,6q16.3,SIM1
"Occipital horn syndrome, 304150 ",3,"ATP7A, MNK, MK, OHS, SMAX3",300011,Xq21.1,ATP7A
"Occult macular dystrophy, 613587 ",3,RP1L1,608581,8p23.1,RP1L1
"Ocular albinism, type I, Nettleship-Falls type, 300500 ",3,"GPR143, OA1, NYS6",300808,Xp22.2,GPR143
"Oculodentodigital dysplasia, 164200 ",3,"GJA1, CX43, ODDD, SDTY3, ODOD, HSS, AVSD3, HLHS1, CMDR, EKVP",121014,6q22.31,GJA1
"Oculodentodigital dysplasia, autosomal recessive, 257850 ",3,"GJA1, CX43, ODDD, SDTY3, ODOD, HSS, AVSD3, HLHS1, CMDR, EKVP",121014,6q22.31,GJA1
"Oculopharyngeal muscular dystrophy, 164300 ",3,"PABPN1, PABP2, PAB2",602279,14q11.2,PABPN1
"Odontohypophosphatasia, 146300 ",3,"ALPL, HOPS, TNSALP",171760,1p36.12,ALPL
"Odontoonychodermal dysplasia, 257980 ",3,"WNT10A, SSPS, STHAG4, OODD",606268,2q35,WNT10A
"Oguchi disease-1, 258100 ",3,"SAG, RP47",181031,2q37.1,SAG
"Ohdo syndrome, X-linked, 300895 ",3,"MED12, TNRC11, TRAP230, HOPA, KIAA0192, OKS, FGS1, OHDOX",300188,Xq13.1,MED12
"Okur-Chung neurodevelopmental syndrome, 617062 ",3,"CSNK2A1, CK2A1, OCNDS",115440,20p13,CSNK2A1
"Oligodontia-colorectal cancer syndrome, 608615 ",3,"AXIN2, ODCRCS",604025,17q24.1,AXIN2
"Oliver-McFarlane syndrome, 275400 ",3,"PNPLA6, NTE, SPG39, NTEMND, BNHS, LNMS, OMCS",603197,19p13.2,PNPLA6
"Omenn syndrome, 603554 ",3,"DCLRE1C, ARTEMIS, SCIDA",605988,10p13,DCLRE1C
"Omenn syndrome, 603554 ",3,RAG1,179615,11p12,RAG1
"Omenn syndrome, 603554 ",3,RAG2,179616,11p12,RAG2
"Omeprazole poor metabolizer, 609535 ",3,"CYP2C, CYP2C19",124020,10q23.33,CYP2C
"Opitz GBBB syndrome, type I, 300000 ",3,"MID1, OGS1, BBBG1, FXY, OSX",300552,Xp22.2,MID1
"Opitz-Kaveggia syndrome, 305450 ",3,"MED12, TNRC11, TRAP230, HOPA, KIAA0192, OKS, FGS1, OHDOX",300188,Xq13.1,MED12
"Optic atrophy 1, 165500 ",3,"OPA1, NTG, NPG, BERHS, MTDPS14",605290,3q29,OPA1
"Optic atrophy plus syndrome, 125250 ",3,"OPA1, NTG, NPG, BERHS, MTDPS14",605290,3q29,OPA1
"Optic disc anomalies with retinal and/or macular dystrophy, 212550 ",3,"SIX6, ODRMD",606326,14q23.1,SIX6
"Optic nerve hypoplasia and abnormalities of the central nervous system, 206900 ",3,"SOX2, MCOPS3",184429,3q26.33,SOX2
"Optic nerve hypoplasia, 165550 ",3,"PAX6, AN2, MGDA, FVH1",607108,11p13,PAX6
"Ornithine transcarbamylase deficiency, 311250 ",3,OTC,300461,Xp11.4,OTC
"Orofacial cleft 10, 613705 ",3,"SUMO1, UBL1, SMT3, OFC10",601912,2q33.1,SUMO1
"Orofacial cleft 11, 600625 ",3,"BMP4, BMP2B1, BMP2B, MCOPS6, OFC11",112262,14q22.2,BMP4
"Orofacial cleft 5, 608874 ",3,"MSX1, HOX7, HYD1, OFC5, STHAG1, ECTD3",142983,4p16.2,MSX1
"Orofacial cleft 7, 225060 ",3,"NECTIN1, PVRL1, HVEC, PVRR1, PRR1, ED4, OFC7, CLPED1",600644,11q23.3,NECTIN1
"Orofacial cleft 8, 129400 ",3,"TP63, TP73L, KET, EEC3, SHFM4, LMS, RHS, OFC8",603273,3q28,TP63
"Orofaciodigital syndrome I, 311200 ",3,"OFD1, CXorf5, SGBS2, JBTS10, RP23",300170,Xp22.2,OFD1
"Orotic aciduria, 258900 ",3,"UMPS, OPRT",613891,3q21.2,UMPS
"Orthostatic intolerance, 604715 ",3,"SLC6A2, NAT1, NET1",163970,16q12.2,SLC6A2
"Osseous heteroplasia, progressive, 166350 ",3,"GNAS, GNAS1, GPSA, POH, PHP1B, PHP1A, AHO, PHP1C",139320,20q13.32,GNAS
"Osteoarthritis with mild chondrodysplasia, 604864 ",3,COL2A1,120140,12q13.11,COL2A1
"Osteochondritis dissecans, short stature, and early-onset osteoarthritis, 165800 ",3,"ACAN, AGC1, CSPG1, MSK16, SEDK",155760,15q26.1,ACAN
"Osteogenesis imperfecta, type I, 166200 ",3,"COL1A1, OI1, OI2, OI3, OI4, EDSC",120150,17q21.33,COL1A1
"Osteogenesis imperfecta, type II, 166210 ",3,"COL1A1, OI1, OI2, OI3, OI4, EDSC",120150,17q21.33,COL1A1
"Osteogenesis imperfecta, type II, 166210 ",3,COL1A2,120160,7q21.3,COL1A2
"Osteogenesis imperfecta, type III, 259420 ",3,"COL1A1, OI1, OI2, OI3, OI4, EDSC",120150,17q21.33,COL1A1
"Osteogenesis imperfecta, type III, 259420 ",3,COL1A2,120160,7q21.3,COL1A2
"Osteogenesis imperfecta, type IV, 166220 ",3,"COL1A1, OI1, OI2, OI3, OI4, EDSC",120150,17q21.33,COL1A1
"Osteogenesis imperfecta, type IV, 166220 ",3,COL1A2,120160,7q21.3,COL1A2
"Osteogenesis imperfecta, type VI, 613982 ",3,"SERPINF1, PEDF, OI6",172860,17p13.3,SERPINF1
"Osteogenesis imperfecta, type VII, 610682 ",3,"CRTAP, CASP, OI7",605497,3p22.3,CRTAP
"Osteogenesis imperfecta, type VIII, 610915 ",3,"P3H1, LEPRE1, GROS1, OI8",610339,1p34.2,P3H1
"Osteogenesis imperfecta, type XIII, 614856 ",3,"BMP1, OI13",112264,8p21.3,BMP1
"Osteogenesis imperfecta, type XV, 615220 ",3,"WNT1, INT1, OI15, BMND16",164820,12q13.12,WNT1
"Osteogenesis imperfecta, type XVII, 616507 ",3,"SPARC, ON, OI17",182120,5q33.1,SPARC
"Osteoglophonic dysplasia, 166250 ",3,"FGFR1, FLT2, OGD, KAL2, HH2, HRTFDS, ECCL",136350,8p11.23,FGFR1
"Osteolysis, familial expansile, 174810 ",3,"TNFRSF11A, RANK, ODFR, FEO, OPTB7, PDB2",603499,18q21.33,TNFRSF11A
"Osteopathia striata with cranial sclerosis, 300373 ",3,"AMER1, FAM123B, WTX, OSCS",300647,Xq11.2,AMER1
"Osteopetrosis, autosomal dominant 1, 607634 ",3,"LRP5, BMND1, LRP7, LR3, OPPG, VBCH2, OPTA1, EVR4",603506,11q13.2,LRP5
"Osteopetrosis, autosomal dominant 2, 166600 ",3,"CLCN7, CLC7, OPTA2, OPTB4",602727,16p13.3,CLCN7
"Osteopetrosis, autosomal recessive 1, 259700 ",3,"TCIRG1, TIRC7, OC116, OPTB1",604592,11q13.2,TCIRG1
"Osteopetrosis, autosomal recessive 3, with renal tubular acidosis, 259730 ",3,CA2,611492,8q21.2,CA2
"Osteopetrosis, autosomal recessive 4, 611490 ",3,"CLCN7, CLC7, OPTA2, OPTB4",602727,16p13.3,CLCN7
"Osteopetrosis, autosomal recessive 7, 612301 ",3,"TNFRSF11A, RANK, ODFR, FEO, OPTB7, PDB2",603499,18q21.33,TNFRSF11A
"Osteopoikilosis, 166700 ",3,"LEMD3, MAN1",607844,12q14.3,LEMD3
"Osteoporosis-pseudoglioma syndrome, 259770 ",3,"LRP5, BMND1, LRP7, LR3, OPPG, VBCH2, OPTA1, EVR4",603506,11q13.2,LRP5
"Osteosarcoma, 259500 ",3,"TP53, P53, LFS1 , BCC7",191170,17p13.1,TP53
"Osteosarcoma, somatic, 259500 ",3,"CHEK2, RAD53, CHK2, CDS1, LFS2",604373,22q12.1,CHEK2
"Osteosarcoma, somatic, 259500 ",3,RB1,614041,13q14.2,RB1
"Osteosclerosis, 144750 ",3,"LRP5, BMND1, LRP7, LR3, OPPG, VBCH2, OPTA1, EVR4",603506,11q13.2,LRP5
"Otopalatodigital syndrome, type I, 311300 ",3,"FLNA, FLN1, NHBP, OPD1, OPD2, FMD, MNS, CVD1, CSBS",300017,Xq28,FLNA
"Otopalatodigital syndrome, type II, 304120 ",3,"FLNA, FLN1, NHBP, OPD1, OPD2, FMD, MNS, CVD1, CSBS",300017,Xq28,FLNA
"Otospondylomegaepiphyseal dysplasia, 215150 ",3,"COL11A2, STL3, DFNA13, DFNB53, FBCG2",120290,6p21.32,COL11A2
"Otospondylomegaepiphyseal dysplasia, 215150 ",3,COL2A1,120140,12q13.11,COL2A1
"Ovalocytosis, SA type, 166900 ",3,"SLC4A1, AE1, EPB3, SPH4, SAO, CHC",109270,17q21.31,SLC4A1
"Ovarian cancer, somatic, 167000 ",3,"AKT1, CWS6",164730,14q32.33,AKT1
"Ovarian cancer, somatic, 167000 ",3,"CTNNB1, MRD19",116806,3p22.1,CTNNB1
"Ovarian cancer, somatic, 167000 ",3,"PIK3CA, CLOVE, MCAP, MCM, MCMTC, CWS5",171834,3q26.32,PIK3CA
"Ovarian carcinoma, somatic, 167000 ",3,"CDH1, UVO, LCAM, ECAD",192090,16q22.1,CDH1
"Ovarian dysgenesis 1, 233300 ",3,"FSHR, ODG1",136435,2p16.3,FSHR
"Ovarian dysgenesis 3, 614324 ",3,"PSMC3IP, TBPIP, GT198, HOP2, ODG3",608665,17q21.2,PSMC3IP
"Ovarian hyperstimulation syndrome, 608115 ",3,"FSHR, ODG1",136435,2p16.3,FSHR
"Ovarian response to FSH stimulation, 276400 ",3,"FSHR, ODG1",136435,2p16.3,FSHR
"Ovarioleukodystrophy, 603896 ",3,EIF2B2,606454,14q24.3,EIF2B2
"Ovarioleukodystrophy, 603896 ",3,EIF2B4,606687,2p23.3,EIF2B4
"Ovarioleukodystrophy, 603896 ",3,"EIF2B5, LVWM, CACH, CLE",603945,3q27.1,EIF2B5
"Overhydrated hereditary stomatocytosis, 185000 ",3,"RHAG, RH50A, OHST",180297,6p12.3,RHAG
"PCWH syndrome, 609136 ",3,"SOX10, WS4, WS4C, PCWH",602229,22q13.1,SOX10
"Pachyonychia congenita 1, 167200 ",3,"KRT16, FNEPPK, PC1",148067,17q21.2,KRT16
"Pachyonychia congenita 2, 167210 ",3,"KRT17, PC2, PCHC1",148069,17q21.2,KRT17
"Paget disease of bone 3, 167250 ",3,"SQSTM1, P62, PDB3, FTDALS3, NADGP, DMRV",601530,5q35.3,SQSTM1
"Paget disease of bone 5, juvenile-onset, 239000 ",3,"TNFRSF11B, OPG, OCIF, PDB5",602643,8q24.12,TNFRSF11B
"Pallister-Hall syndrome, 146510 ",3,"GLI3, PAPA, PAPB",165240,7p14.1,GLI3
"Palmoplantar keratoderma with congenital alopecia, 104100 ",3,"GJA1, CX43, ODDD, SDTY3, ODOD, HSS, AVSD3, HLHS1, CMDR, EKVP",121014,6q22.31,GJA1
"Palmoplantar keratoderma, epidermolytic, 144200 ",3,"KRT1, EPPK, NEPPK, EHK",139350,12q13.13,KRT1
"Palmoplantar keratoderma, epidermolytic, 144200 ",3,"KRT9, EPPK",607606,17q21.2,KRT9
"Palmoplantar keratoderma, nonepidermolytic, 600962 ",3,"KRT1, EPPK, NEPPK, EHK",139350,12q13.13,KRT1
"Palmoplantar keratoderma, nonepidermolytic, focal, 613000 ",3,"KRT16, FNEPPK, PC1",148067,17q21.2,KRT16
"Pancreatic agenesis 2, 615935 ",3,"PTF1A, PACA, PAGEN2",607194,10p12.2,PTF1A
"Pancreatic and cerebellar agenesis, 609069 ",3,"PTF1A, PACA, PAGEN2",607194,10p12.2,PTF1A
"Pancreatic cancer, 260350 ",3,"STK11, PJS, LKB1",602216,19p13.3,STK11
"Pancreatic cancer, 260350 ",3,"TP53, P53, LFS1 , BCC7",191170,17p13.1,TP53
"Pancreatic cancer, somatic, 260350 ",3,"SMAD4, MADH4, DPC4, SMAD4, JIP, MYHRS",600993,18q21.2,SMAD4
"Pancreatic cancer/melanoma syndrome, 606719 ",3,"CDKN2A, MTS1, P16, MLM, CMM2",600160,9p21.3,CDKN2A
"Pancreatic carcinoma, somatic, 260350 ",3,"KRAS, KRAS2, RASK2, NS, CFC2, RALD",190070,12p12.1,KRAS
"Pancreatitis, hereditary, 167800 ",3,"PRSS1, TRY1",276000,7q34,PRSS1
"Pancreatitis, hereditary, 167800 ",3,"SPINK1, PSTI, PCTT, TATI, TCP",167790,5q32,SPINK1
"Panhypopituitarism, X-linked, 312000 ",3,"SOX3, MRGH",313430,Xq27.1,SOX3
"Papillon-Lefevre syndrome, 245000 ",3,"CTSC, CPPI, PALS, PLS, HMS, PDON1, JPD",602365,11q14.2,CTSC
"Papillorenal syndrome, 120330 ",3,"PAX2, PAPRS, FSGS7",167409,10q24.31,PAX2
"Paraganglioma and gastric stromal sarcoma, 606864 ",3,"SDHB, SDH2, SDHIP, PGL4, CWS2",185470,1p36.13,SDHB
"Paraganglioma and gastric stromal sarcoma, 606864 ",3,"SDHC, PGL3",602413,1q23.3,SDHC
"Paraganglioma and gastric stromal sarcoma, 606864 ",3,"SDHD, PGL1, CWS3",602690,11q23.1,SDHD
"Paragangliomas 1, with or without deafness, 168000 ",3,"SDHD, PGL1, CWS3",602690,11q23.1,SDHD
"Paragangliomas 3, 605373 ",3,"SDHC, PGL3",602413,1q23.3,SDHC
"Paragangliomas 4, 115310 ",3,"SDHB, SDH2, SDHIP, PGL4, CWS2",185470,1p36.13,SDHB
"Paragangliomas 5, 614165 ",3,"SDHA, SDH1, SDHF, CMD1GG, PGL5",600857,5p15.33,SDHA
"Paramyotonia congenita, 168300 ",3,"SCN4A, HYPP, NAC1A, HOKPP2, CMS16",603967,17q23.3,SCN4A
"Parastremmatic dwarfism, 168400 ",3,"TRPV4, VROAC, HMSN2C, CMT2C, SPSMA, SSQTL1, SMAL, BCYM3",605427,12q24.11,TRPV4
"Parathyroid adenoma with cystic changes, 145001 ",3,"HRPT2, C1orf28",607393,1q31.2,HRPT2
"Parathyroid carcinoma, 608266 ",3,"HRPT2, C1orf28",607393,1q31.2,HRPT2
"Parietal foramina 1, 168500 ",3,"MSX2, CRS2, HOX8",123101,5q35.2,MSX2
"Parietal foramina with cleidocranial dysplasia, 168550 ",3,"MSX2, CRS2, HOX8",123101,5q35.2,MSX2
"Parkes Weber syndrome, 608355 ",3,"RASA1, GAP, CMAVM, PKWS",139150,5q14.3,RASA1
"Parkinson disease 1, 168601 ",3,"SNCA, NACP, PARK1, PARK4",163890,4q22.1,SNCA
"Parkinson disease 14, autosomal recessive, 612953 ",3,"PLA2G6, IPLA2, INAD1, NBIA2B, NBIA2A, PARK14",603604,22q13.1,PLA2G6
"Parkinson disease 15, autosomal recessive, 260300 ",3,"FBXO7, FBX7, FBX, PKPS, PARK15",605648,22q12.3,FBXO7
"Parkinson disease 4, 605543 ",3,"SNCA, NACP, PARK1, PARK4",163890,4q22.1,SNCA
"Parkinson disease 6, early onset, 605909 ",3,"PINK1, PARK6",608309,1p36.12,PINK1
"Parkinson disease, juvenile, type 2, 600116 ",3,"PRKN, PARK2, PDJ, LPRS2",602544,6q26,PRKN
"Parkinsonism-dystonia, infantile, 613135 ",3,"SLC6A3, DAT1, PKDYS",126455,5p15.33,SLC6A3
"Paroxysmal extreme pain disorder, 167400, ",3,"SCN9A, NENA, PN1, FEB3B, GEFSP7, SFNP, HSAN2D",603415,2q24.3,SCN9A
"Paroxysmal nonkinesigenic dyskinesia, 118800 ",3,"MR1, TAHCCP2, KIPP1184, BRP17, PNKD, FPD1, PDC, DYT8",609023,2q35,MR1
"Partington syndrome, 309510 ",3,"ARX, ISSX, PRTS, MRXS1, MRX36, MRX54, MRX43, MRX87, MRX29, MRX32",300382,Xp21.3,ARX
"Patent ductus arteriosus 2, 617035 ",3,"TFAP2B, CHAR, PDA2",601601,6p12.3,TFAP2B
"Peeling skin syndrome 1, 270300 ",3,"CDSN, HTSS1, HYPT2, PSS1",602593,6p21.33,CDSN
"Peeling skin syndrome 2, 609796 ",3,"TGM5, TGX, PSS2",603805,15q15.2,TGM5
"Pelger-Huet anomaly, 169400 ",3,"LBR, PHA",600024,1q42.12,LBR
"Pelizaeus-Merzbacher disease, 312080 ",3,"PLP1, PMD, HLD1, SPG2",300401,Xq22.2,PLP1
"Pendred syndrome, 274600 ",3,"SLC26A4, PDS, DFNB4, EVA, TDH2B",605646,7q22.3,SLC26A4
"Periodic fever, familial, 142680 ",3,"TNFRSF1A, TNFR1, TNFAR, FPF, MS5",191190,12p13.31,TNFRSF1A
"Periodic fever, menstrual cycle dependent, 614674 ",3,"HTR1A, ADRB2RL1, PFMCD",109760,5q12.3,HTR1A
"Periodontitis 1, juvenile, 170650 ",3,"CTSC, CPPI, PALS, PLS, HMS, PDON1, JPD",602365,11q14.2,CTSC
"Periventricular heterotopia with microcephaly, 608097 ",3,"ARFGEF2, BIG2, PVNH2",605371,20q13.13,ARFGEF2
"Periventricular nodular heterotopia 7, 617201 ",3,"NEDD4L, KIAA0439, RSP5, PVNH7",606384,18q21.31,NEDD4L
"Peroxisomal acyl-CoA oxidase deficiency, 264470 ",3,"ACOX1, ACOX, SCOX",609751,17q25.1,ACOX1
"Peroxisome biogenesis disorder 2B, 202370 ",3,"PEX5, PXR1, PTS1R, PBD2A, PBD2B, RCDP5",600414,12p13.31,PEX5
"Peroxisome biogenesis disorder 4B, 614863 ",3,"PEX6, PXAAA1, PAF2, PBD4A, PDB4B, HMLR2",601498,6p21.1,PEX6
"Peroxisome biogenesis disorder 5B, 614867 ",3,"PEX2, PAF1, PMP35, PBD5A, PBD5B, PXMP3",170993,8q21.13,PEX2
"Peroxisome biogenesis disorder 6B, 614871 ",3,"PEX10, NALD, PBD6A, PBD6B",602859,1p36.32,PEX10
"Peroxisome biogenesis disorder 7B, 614873 ",3,"PEX26, PBD7A, PBD7B",608666,22q11.21,PEX26
"Perrault syndrome 3, 614129 ",3,"CLPP, PRLTS3, DFNB81",601119,19p13.3,CLPP
